timestamp,x_axis,y_axis,z_axis
2024-08-09 06:55:19.498924,1.0,0.0452880859375,1.0
2024-08-09 06:55:19.954485,0.652587890625,0.0452880859375,1.0
2024-08-09 06:55:20.399513,0.652587890625,0.0452880859375,-0.5718994140625
2024-08-09 06:55:21.400808,0.599853515625,0.0452880859375,-0.5718994140625
2024-08-09 06:55:21.987744,0.599853515625,0.387451171875,-0.5718994140625
2024-08-09 06:55:22.852838,0.599853515625,0.387451171875,0.7095947265625
2024-08-09 06:55:24.308063,0.8970947265625,0.387451171875,0.7095947265625
2024-08-09 06:55:25.759896,0.8970947265625,-0.1297607421875,0.7095947265625
2024-08-09 06:55:26.331502,0.8970947265625,-0.1297607421875,0.195068359375
2024-08-09 06:55:27.194799,0.6868896484375,-0.1297607421875,0.195068359375
2024-08-09 06:55:28.198313,0.6868896484375,0.11962890624999999,0.195068359375
2024-08-09 06:55:29.806942,0.6868896484375,0.11962890624999999,-0.4783935546875
2024-08-09 06:55:30.671395,0.7843017578125,0.11962890624999999,-0.4783935546875
2024-08-09 06:55:32.124866,0.7843017578125,-0.3939208984375,-0.4783935546875
2024-08-09 06:55:33.578250,0.7843017578125,-0.3939208984375,-0.6077880859375
2024-08-09 06:55:34.581444,0.5679931640625,-0.3939208984375,-0.6077880859375
2024-08-09 06:55:36.064537,0.5679931640625,-0.3939208984375,0.609619140625
2024-08-09 06:55:36.516027,0.5679931640625,0.607421875,0.609619140625
2024-08-09 06:55:38.042305,0.5281982421875,0.607421875,0.609619140625
2024-08-09 06:55:38.970602,0.5281982421875,0.817138671875,0.609619140625
2024-08-09 06:55:39.544193,0.5281982421875,0.817138671875,0.47119140624999994
2024-08-09 06:55:41.541024,0.457763671875,0.817138671875,0.47119140624999994
2024-08-09 06:55:42.436753,0.457763671875,-0.3228759765625,0.47119140624999994
2024-08-09 06:55:43.024388,0.457763671875,-0.3228759765625,-1.194580078125
2024-08-09 06:55:46.003612,0.3511962890625,-0.3228759765625,-1.194580078125
2024-08-09 06:55:46.932110,0.3511962890625,0.237060546875,-1.194580078125
2024-08-09 06:55:47.519061,0.3511962890625,0.237060546875,-0.86669921875
2024-08-09 06:55:49.482655,-0.216796875,0.237060546875,-0.86669921875
2024-08-09 06:55:50.395665,-0.216796875,1.401123046875,-0.86669921875
2024-08-09 06:55:51.027582,-0.216796875,1.401123046875,0.09716796875
2024-08-09 06:55:52.975255,0.530029296875,1.401123046875,0.09716796875
2024-08-09 06:55:53.871646,0.530029296875,0.7752685546875,0.09716796875
2024-08-09 06:55:54.503922,0.530029296875,0.7752685546875,-0.3763427734375
2024-08-09 06:55:56.438700,0.269287109375,0.7752685546875,-0.3763427734375
2024-08-09 06:55:57.350514,0.269287109375,-0.2015380859375,-0.3763427734375
2024-08-09 06:55:57.981921,0.269287109375,-0.2015380859375,-1.0750732421875
2024-08-09 06:55:59.928407,0.7945556640625,-0.2015380859375,-1.0750732421875
2024-08-09 06:56:00.821383,0.7945556640625,-0.2135009765625,-1.0750732421875
2024-08-09 06:56:01.455214,0.7945556640625,-0.2135009765625,-0.1961669921875
2024-08-09 06:56:03.402291,0.5396728515625,-0.2135009765625,-0.1961669921875
2024-08-09 06:56:04.297914,0.5396728515625,-0.2750244140625,-0.1961669921875
2024-08-09 06:56:04.946400,0.5396728515625,-0.2750244140625,0.710693359375
2024-08-09 06:56:06.877608,0.7132568359375,-0.2750244140625,0.710693359375
2024-08-09 06:56:07.789036,0.7132568359375,0.0904541015625,0.710693359375
2024-08-09 06:56:08.389969,0.7132568359375,0.0904541015625,0.681396484375
2024-08-09 06:56:10.368894,0.1431884765625,0.0904541015625,0.681396484375
2024-08-09 06:56:11.251883,0.1431884765625,-1.2802734375,0.681396484375
2024-08-09 06:56:11.887448,0.1431884765625,-1.2802734375,0.5224609375
2024-08-09 06:56:13.850094,-0.0037841796875,-1.2802734375,0.5224609375
2024-08-09 06:56:14.700445,-0.0037841796875,-0.811279296875,0.5224609375
2024-08-09 06:56:15.365575,-0.0037841796875,-0.811279296875,0.76953125
2024-08-09 06:56:16.369220,0.31298828125,-0.811279296875,0.76953125
2024-08-09 06:56:17.373279,0.31298828125,-0.308349609375,0.76953125
2024-08-09 06:56:18.789711,0.31298828125,-0.308349609375,0.8780517578125
2024-08-09 06:56:21.232342,0.3843994140625,-0.308349609375,0.8780517578125
2024-08-09 06:56:22.252392,0.3843994140625,-0.2008056640625,0.8780517578125
2024-08-09 06:56:23.271671,0.3843994140625,-0.2008056640625,0.9127197265625
2024-08-09 06:56:23.695493,0.3690185546875,-0.2008056640625,0.9127197265625
2024-08-09 06:56:25.141885,0.3690185546875,-0.20703125,0.9127197265625
2024-08-09 06:56:25.697774,0.3690185546875,-0.20703125,0.8651123046875
2024-08-09 06:56:27.586162,0.3363037109375,-0.20703125,0.8651123046875
2024-08-09 06:56:29.007818,0.3363037109375,-0.307861328125,0.8651123046875
2024-08-09 06:56:29.417491,0.3363037109375,-0.307861328125,0.9307861328125
2024-08-09 06:56:30.012254,0.8094482421875,-0.307861328125,0.9307861328125
2024-08-09 06:56:31.435036,0.8094482421875,-0.5611572265625,0.9307861328125
2024-08-09 06:56:33.273658,0.8094482421875,-0.5611572265625,0.3450927734375
2024-08-09 06:56:34.277236,0.6575927734375,-0.5611572265625,0.3450927734375
2024-08-09 06:56:35.713723,0.6575927734375,-0.6182861328125,0.3450927734375
2024-08-09 06:56:36.132441,0.6575927734375,-0.6182861328125,0.6322021484375
2024-08-09 06:56:37.722883,0.6597900390625,-0.6182861328125,0.6322021484375
