timestamp,data-value
1725254845.19344,9.78843879699707
1725254866.395935,9.05444049835205
1725254869.431455,6.202794551849365
1725254872.471727,9.038289070129395
1725254875.513686,9.541379928588867
1725254878.545017,9.32004451751709
1725254881.567014,9.491130828857422
1725254884.596721,9.751948356628418
1725254887.636603,9.582656860351562
1725254890.648258,9.57607650756836
1725254893.693081,9.287142753601074
1725254896.721214,9.34157943725586
1725254900.754001,-1.323829174041748
1725254903.797855,0.3852444589138031
1725254906.826676,0.1866401731967926
1725254909.879771,0.25782662630081177
1725254912.910012,0.15972091257572174
1725254915.924447,0.10707881301641464
1725254918.96983,0.9517452120780945
1725254921.994545,0.537188708782196
1725254925.044611,0.6532405614852905
1725254928.074874,0.4295116662979126
1725254931.099062,0.5491527915000916
1725254935.147875,0.5407779216766357
1725254938.173061,0.4546363055706024
1725254941.206589,10.03729248046875
1725254944.249425,9.76989459991455
1725254947.28844,9.818947792053223
1725254950.317884,9.744770050048828
1725254953.359597,6.710072994232178
1725254956.388934,1.332203984260559
1725254959.411502,0.9337990283966064
1725254962.430786,0.5694918036460876
1725254965.470472,0.5210371017456055
1725254968.502866,0.37148571014404297
1725254971.533408,0.5712863802909851
1725254974.573961,0.4624129831790924
1725254977.60186,0.5473581552505493
1725254980.641943,0.6185446381568909
1725254983.682611,0.633499801158905
1725254986.725892,1.672582983970642
1725254989.745544,11.979068756103516
1725254992.77472,8.561519622802734
1725254995.815979,7.64028263092041
1725254998.858281,9.20997428894043
1725255002.896141,9.767501831054688
1725255005.941085,0.8081758618354797
1725255008.9926,-0.33439695835113525
1725255012.036174,-0.4749752879142761
1725255015.074917,5.26181697845459
1725255018.104323,8.645866394042969
1725255021.145345,4.886143684387207
1725255024.18406,11.00877857208252
1725255027.210241,10.006186485290527
1725255030.250694,9.480362892150879
1725255033.290395,8.306085586547852
1725255036.33309,11.457432746887207
1725255040.356968,10.192826271057129
1725255043.391808,9.9409818649292
1725255046.419631,9.702896118164062
1725255049.438374,9.94397258758545
1725255052.46533,1.9728822708129883
1725255055.505603,-9.510273933410645
1725255058.544589,-9.031708717346191
1725255061.562327,-10.01994514465332
1725255064.5785,-10.0612211227417
1725255067.592833,-10.220941543579102
