timestamp,x,y,z
1725257584.577237,-3.5988051891326904,-9.148957252502441,6.717251300811768
1725257585.58143,-3.5988051891326904,-9.148957252502441,5.378467082977295
1725257586.595368,-3.912863254547119,-9.148957252502441,5.378467082977295
1725257587.607912,-3.912863254547119,-10.531410217285156,5.378467082977295
1725257588.623569,-3.912863254547119,-10.531410217285156,9.193224906921387
1725257589.623421,-2.3676979541778564,-10.531410217285156,9.193224906921387
1725257590.61849,-2.3676979541778564,-6.903891563415527,9.193224906921387
1725257591.628827,-2.3676979541778564,-6.903891563415527,6.400800704956055
1725257592.643515,-1.316650629043579,-6.903891563415527,6.400800704956055
1725257593.656705,-1.316650629043579,-6.190830230712891,6.400800704956055
1725257594.670378,-1.316650629043579,-6.190830230712891,7.871190071105957
1725257595.699325,-0.4905286431312561,-6.190830230712891,7.871190071105957
1725257596.714731,-0.4905286431312561,-7.818548202514648,7.871190071105957
1725257597.693461,-0.4905286431312561,-7.818548202514648,6.713063716888428
1725257598.704577,-2.022533416748047,-7.818548202514648,6.713063716888428
1725257599.717366,-2.022533416748047,-9.835697174072266,6.713063716888428
1725257600.719331,-2.022533416748047,-9.835697174072266,7.640881061553955
1725257601.732832,-4.118646144866943,-9.835697174072266,7.640881061553955
1725257602.744001,-4.118646144866943,-4.768895626068115,7.640881061553955
1725257603.759017,-4.118646144866943,-4.768895626068115,5.433502197265625
1725257604.760057,-8.703892707824707,-4.768895626068115,5.433502197265625
1725257605.771277,-8.703892707824707,-10.61815071105957,5.433502197265625
1725257606.785398,-8.703892707824707,-10.61815071105957,6.2913289070129395
1725257607.800489,-6.842276573181152,-10.61815071105957,6.2913289070129395
1725257608.814971,-6.842276573181152,-4.934000492095947,6.2913289070129395
1725257609.829308,-6.842276573181152,-4.934000492095947,9.79681396484375
1725257610.841702,-7.1718878746032715,-4.934000492095947,9.79681396484375
1725257611.875153,-7.1718878746032715,-7.654041290283203,9.79681396484375
1725257612.886542,-7.1718878746032715,-7.654041290283203,5.967101573944092
1725257613.887043,-3.1920254230499268,-7.654041290283203,5.967101573944092
1725257614.912265,-3.1920254230499268,-7.64865779876709,5.967101573944092
1725257615.908696,-3.1920254230499268,-7.64865779876709,5.542375564575195
1725257617.890394,-0.6221339106559753,-7.64865779876709,5.542375564575195
1725257618.903897,-0.6221339106559753,-8.123034477233887,5.542375564575195
1725257619.916211,-0.6221339106559753,-8.123034477233887,4.727619171142578
1725257620.930229,-0.898504912853241,-8.123034477233887,4.727619171142578
1725257621.930282,-0.898504912853241,-9.862018585205078,4.727619171142578
1725257622.93163,-0.898504912853241,-9.862018585205078,2.9724838733673096
