x,y,z
-1.9537396430969238,-9.623932838439941,-0.251844584941864
-1.893320918083191,-8.960522651672363,-1.3543375730514526
-3.2656047344207764,-9.298508644104004,-0.5557330846786499
-2.6015963554382324,-10.77248764038086,-0.4103690981864929
-0.4701896607875824,-3.64546537399292,-0.1698904037475586
1.3286148309707642,5.312066078186035,-0.6741777658462524
1.8143577575683594,8.248658180236816,-0.16749759018421173
-2.002194404602051,4.047459602355957,-0.40677985548973083
2.3916261196136475,4.768895626068115,-0.04486542567610741
-2.213959217071533,1.8921245336532593,-1.124626636505127
1.5182459354400635,-2.379063844680786,-0.5491527915000916
-0.07178468257188797,-16.169498443603516,-2.0967109203338623
-1.612762451171875,-10.302896499633789,-2.5884358882904053
3.5922250747680664,-7.183253765106201,-4.001397609710693
-1.810768485069275,-2.50289249420166,-1.022931694984436
-0.022133609279990196,-0.43609192967414856,-6.15254545211792
2.149951219558716,-2.292922258377075,0.4301098585128784
1.7563318014144897,-14.588441848754883,0.10289137065410614
2.0093727111816406,-5.391627788543701,-0.722034215927124
-3.6771702766418457,-5.352744102478027,0.6963114142417908
-0.3409772217273712,-13.9453706741333,-1.1868400573730469
-2.218146562576294,-6.297310829162598,-0.25722843408584595
-0.7956135272979736,-11.981461524963379,9.203991889953613
-3.1621150970458984,-4.635495662689209,7.529016494750977
-8.559724807739258,-8.303094863891602,0.9379864931106567
-4.3788652420043945,-9.525827407836914,2.9617161750793457
-1.2993026971817017,-4.171886444091797,10.056435585021973
1.8544375896453857,-11.9730863571167,5.50229549407959
-8.064410209655762,-0.013160524889826775,15.453446388244629
-1.7383856773376465,0.4624129831790924,16.96571159362793
-3.318246841430664,-1.43389892578125,3.397808074951172
-8.890532493591309,-10.849656105041504,4.11206579208374
-5.542375564575195,-8.186444282531738,2.1649062633514404
-0.9678967595100403,-21.480966567993164,4.78385066986084
-7.082755088806152,-0.8452646136283875,7.782655715942383
-6.650850772857666,2.155334949493408,9.374481201171875
-7.09292459487915,-2.5842485427856445,2.3545374870300293
-2.56510591506958,-0.6675975322723389,2.9599215984344482
-5.325226783752441,2.737389087677002,4.560121536254883
-5.905486106872559,3.851846218109131,4.8329033851623535
-1.2610175609588623,1.0007981061935425,7.444669246673584
-7.956733703613281,0.706480860710144,4.71744966506958
-5.547759532928467,4.237090587615967,3.390629768371582
-2.063809633255005,4.265206336975098,7.45782995223999
1.109073281288147,2.190030813217163,1.3304094076156616
-3.982254981994629,3.294916868209839,9.173483848571777
-4.415954113006592,2.812762975692749,10.467402458190918
-4.864010334014893,4.82751989364624,9.869794845581055
-5.020740032196045,3.2656047344207764,5.720042705535889
0.3565305769443512,-0.09690931439399719,3.865604877471924
0.3732803463935852,2.967100143432617,4.445864677429199
-5.459823131561279,0.5784648656845093,5.909673690795898
2.0440688133239746,2.420340061187744,5.8851470947265625
-0.19621145725250244,2.8103702068328857,9.028120040893555
-0.7310073375701904,2.3407788276672363,9.581459999084473
1.3232308626174927,2.1056840419769287,10.2418794631958
1.144965648651123,1.939382791519165,8.886344909667969
-0.3367897868156433,2.23848557472229,7.901698589324951
1.1934202909469604,1.8711873292922974,7.897511005401611
0.7597211599349976,2.159522533416748,10.319047927856445
1.4949159622192383,1.9692929983139038,9.22253704071045
-0.18364913761615753,1.9016958475112915,10.087542533874512
0.7250252366065979,2.0542383193969727,9.253045082092285
1.3938192129135132,2.3132612705230713,8.644071578979492
0.8051848411560059,2.5609183311462402,8.706883430480957
1.6893328428268433,2.4675984382629395,8.212167739868164
1.4679967164993286,2.9210381507873535,8.194819450378418
0.20458634197711945,3.1316065788269043,8.405985832214355
0.7591229677200317,1.82273268699646,9.122636795043945
0.5377869009971619,1.4249259233474731,9.552745819091797
0.5120640397071838,2.404188632965088,10.281360626220703
0.1585244983434677,1.5176477432250977,9.618548393249512
1.3262219429016113,2.62313175201416,9.489336013793945
0.7567301392555237,0.4372883439064026,9.322437286376953
0.9822536706924438,2.2534406185150146,9.665806770324707
0.771087110042572,2.3976082801818848,9.53659439086914
0.6275177597999573,-0.4456632137298584,9.5802640914917
0.5491527915000916,1.6139588356018066,9.429515838623047
0.6771687865257263,2.296511650085449,9.446864128112793
0.9852447509765625,1.7383856773376465,9.540184020996094
0.7082754969596863,2.38265323638916,9.542576789855957
0.3840480446815491,2.196611166000366,9.31466007232666
1.0755738019943237,1.7001005411148071,9.242277145385742
1.7497515678405762,1.6342978477478027,9.485149383544922
1.3525429964065552,2.114656925201416,9.258428573608398
0.7950153350830078,3.7770705223083496,9.002995491027832
0.7896314859390259,2.3742783069610596,9.863214492797852
2.664407968521118,1.423729419708252,10.067801475524902
2.644068956375122,0.47617170214653015,8.873184204101562
0.6903293132781982,0.6999006271362305,10.542776107788086
2.7601208686828613,1.612762451171875,9.371489524841309
1.4644074440002441,2.4185454845428467,9.34277629852295
1.0217353105545044,1.4500504732131958,9.022137641906738
1.5026925802230835,1.6420745849609375,9.290133476257324
0.7980063557624817,1.4781662225723267,9.65683364868164
0.8303094506263733,2.417947292327881,9.644869804382324
1.4739787578582764,3.0831520557403564,9.899106979370117
1.693520188331604,2.2360928058624268,9.66819953918457
0.4504488706588745,5.362913608551025,8.84805965423584
0.10348957777023315,2.913261651992798,9.077771186828613
2.0416758060455322,3.321835994720459,9.69212818145752
1.0947163105010986,-1.7491533756256104,9.732806205749512
0.7471588850021362,-4.686941146850586,9.402596473693848
2.3365912437438965,-14.286347389221191,9.373882293701172
0.2153540402650833,1.301695466041565,8.881559371948242
1.2077772617340088,-12.984053611755371,9.097511291503906
2.4370899200439453,-14.602798461914062,10.898110389709473
1.4015958309173584,-9.037093162536621,9.686145782470703
1.4476577043533325,-7.617550849914551,9.749555587768555
0.9098708033561707,-6.741179466247559,9.071788787841797
1.2454642057418823,-10.842477798461914,9.456435203552246
0.7746763229370117,-3.594019651412964,9.739386558532715
0.503689169883728,2.2396819591522217,9.273384094238281
-4.358526229858398,1.5026925802230835,9.292527198791504
-0.9236295223236084,3.2309088706970215,8.936594009399414
-8.061419486999512,2.2366909980773926,9.530014038085938
-5.715256690979004,-6.14835786819458,8.267800331115723
-26.701507568359375,-2.4149563312530518,13.284353256225586
-3.8626139163970947,-1.0606186389923096,6.785446643829346
-5.344967365264893,-0.7651050686836243,12.976277351379395
-25.21137809753418,-0.7692924737930298,3.779463291168213
-15.28176212310791,-0.7740781307220459,10.498509407043457
-0.5940182209014893,-0.7603194117546082,1.3956137895584106
-4.893322467803955,-0.7663014531135559,2.9790642261505127
-14.173885345458984,-0.7615157961845398,14.3659086227417
-7.785048484802246,-0.7663014531135559,3.4815568923950195
-5.197809219360352,-0.7615157961845398,-0.14835500717163086
-5.093122959136963,-0.7663014531135559,3.9840497970581055
-3.3930225372314453,-0.7615157961845398,6.427719593048096
-2.2199411392211914,-0.7663014531135559,2.231905221939087
-12.235100746154785,-0.7615157961845398,10.690533638000488
-6.9684977531433105,-0.7663014531135559,8.578269004821777
-1.3178470134735107,-0.7567301392555237,8.051250457763672
-1.210170030593872,-0.7615157961845398,7.885547161102295
