timestamp,x_axis,y_axis,z_axis
1721814663.917602,0.0743408203125,1.0,1.0
1721814663.918102,0.0743408203125,1.0,0.929931640625
1721814663.970287,0.0743408203125,0.30859375,0.929931640625
1721814665.929933,0.6156005859375,0.30859375,0.929931640625
1721814666.006327,0.6156005859375,0.5667724609375,0.929931640625
1721814667.945446,0.6156005859375,0.5667724609375,0.4925537109375
1721814668.94695,0.18212890625,0.5667724609375,0.4925537109375
1721814670.072049,0.18212890625,0.7176513671875,0.4925537109375
1721814670.951774,0.18212890625,0.7176513671875,0.740966796875
1721814671.953855,0.8192138671875,0.7176513671875,0.740966796875
1721814673.097697,0.8192138671875,0.23291015625,0.740966796875
1721814673.960812,0.8192138671875,0.23291015625,0.01611328125
1721814674.962397,0.00048828125,0.23291015625,0.01611328125
1721814675.131915,0.00048828125,0.5906982421875,0.01611328125
1721814676.987298,0.00048828125,0.5906982421875,0.8739013671875
1721814677.986706,0.4981689453125,0.5906982421875,0.8739013671875
1721814679.172324,0.4981689453125,-0.2186279296875,0.8739013671875
1721814679.989912,0.4981689453125,-0.2186279296875,-0.847900390625
1721814681.993926,0.45849609375,-0.2186279296875,-0.847900390625
1721814683.239303,0.45849609375,0.5477294921875,-0.847900390625
1721814683.993682,0.45849609375,0.5477294921875,-0.7369384765625
1721814684.995204,0.158447265625,0.5477294921875,-0.7369384765625
1721814685.272571,0.158447265625,0.7454833984375,-0.7369384765625
1721814686.999037,0.158447265625,0.7454833984375,-0.79296875
1721814688.016298,-0.2216796875,0.7454833984375,-0.79296875
1721814689.297795,-0.2216796875,0.3472900390625,-0.79296875
1721814690.038734,-0.2216796875,0.3472900390625,-0.885009765625
1721814691.039592,-0.1435546875,0.3472900390625,-0.885009765625
1721814691.332642,-0.1435546875,0.2962646484375,-0.885009765625
1721814693.065453,-0.1435546875,0.2962646484375,-0.91015625
1721814694.065983,-0.0130615234375,0.2962646484375,-0.91015625
1721814695.376256,-0.0130615234375,0.903564453125,-0.91015625
1721814696.069721,-0.0130615234375,0.903564453125,0.3265380859375
1721814697.073509,0.425048828125,0.903564453125,0.3265380859375
1721814697.41243,0.425048828125,1.05419921875,0.3265380859375
1721814699.076453,0.425048828125,1.05419921875,-0.0689697265625
1721814700.091797,0.211181640625,1.05419921875,-0.0689697265625
1721814701.43057,0.211181640625,0.6048583984375,-0.0689697265625
1721814702.123834,0.211181640625,0.6048583984375,-0.7451171875
1721814703.141733,0.12646484375,0.6048583984375,-0.7451171875
1721814703.43516,0.12646484375,0.980224609375,-0.7451171875
1721814705.146511,0.12646484375,0.980224609375,-0.222412109375
1721814706.147426,0.065673828125,0.980224609375,-0.222412109375
1721814707.505644,0.065673828125,-0.3406982421875,-0.222412109375
1721814708.155226,0.065673828125,-0.3406982421875,-1.109375
1721814709.175736,-0.0460205078125,-0.3406982421875,-1.109375
1721814709.515497,-0.0460205078125,0.255126953125,-1.109375
1721814711.183793,-0.0460205078125,0.255126953125,-0.8917236328125
1721814712.184276,-0.163818359375,0.255126953125,-0.8917236328125
1721814713.57148,-0.163818359375,0.336669921875,-0.8917236328125
1721814714.204291,-0.163818359375,0.336669921875,-0.9197998046875
1721814716.224448,0.034912109375,0.336669921875,-0.9197998046875
1721814717.610322,0.034912109375,0.8472900390625,-0.9197998046875
1721814718.226922,0.034912109375,0.8472900390625,-0.467529296875
1721814719.234419,0.1126708984375,0.8472900390625,-0.467529296875
1721814719.637544,0.1126708984375,0.7430419921875,-0.467529296875
1721814721.257862,0.1126708984375,0.7430419921875,-0.6488037109375
1721814722.259904,0.0963134765625,0.7430419921875,-0.6488037109375
1721814723.694514,0.0963134765625,0.7255859375,-0.6488037109375
1721814724.278597,0.0963134765625,0.7255859375,-0.6524658203125
1721814725.304038,0.2587890625,0.7255859375,-0.6524658203125
1721814725.72022,0.2587890625,0.786376953125,-0.6524658203125
1721814727.306914,0.2587890625,0.786376953125,-0.6051025390625
1721814728.308735,-0.0211181640625,0.786376953125,-0.6051025390625
1721814729.773925,-0.0211181640625,0.6341552734375,-0.6051025390625
1721814730.326284,-0.0211181640625,0.6341552734375,0.927001953125
1721814731.34179,0.2943115234375,0.6341552734375,0.927001953125
1721814731.775339,0.2943115234375,0.7164306640625,0.927001953125
1721814733.38113,0.2943115234375,0.7164306640625,-0.6016845703125
1721814734.380818,0.3692626953125,0.7164306640625,-0.6016845703125
1721814735.812798,0.3692626953125,0.7545166015625,-0.6016845703125
1721814736.382204,0.3692626953125,0.7545166015625,-0.452880859375
1721814737.386818,0.0474853515625,0.7545166015625,-0.452880859375
1721814737.833527,0.0474853515625,0.5279541015625,-0.452880859375
1721814739.420968,0.0474853515625,0.5279541015625,0.6640625
1721814740.442246,0.427490234375,0.5279541015625,0.6640625
1721814741.86007,0.427490234375,0.2576904296875,0.6640625
1721814742.445025,0.427490234375,0.2576904296875,0.6986083984375
1721814743.444503,0.7364501953125,0.2576904296875,0.6986083984375
1721814743.890229,0.7364501953125,0.5404052734375,0.6986083984375
1721814745.44704,0.7364501953125,0.5404052734375,0.4373779296875
1721814746.447414,0.513671875,0.5404052734375,0.4373779296875
1721814747.957677,0.513671875,0.46826171875,0.4373779296875
1721814748.449352,0.513671875,0.46826171875,0.72021484375
1721814750.467823,0.3643798828125,0.46826171875,0.72021484375
1721814751.97548,0.3643798828125,0.40185546875,0.72021484375
1721814752.499076,0.3643798828125,0.40185546875,0.83447265625
1721814753.516071,0.3370361328125,0.40185546875,0.83447265625
1721814753.979748,0.3370361328125,0.404052734375,0.83447265625
1721814755.549594,0.3370361328125,0.404052734375,0.84375
1721814756.557285,0.308837890625,0.404052734375,0.84375
1721814758.022095,0.308837890625,0.4019775390625,0.84375
1721814758.561201,0.308837890625,0.4019775390625,0.8785400390625
1721814759.57679,0.9766845703125,0.4019775390625,0.8785400390625
1721814760.02279,0.9766845703125,-0.246337890625,0.8785400390625
1721814761.611786,0.9766845703125,-0.246337890625,-0.0244140625
1721814762.629845,0.6275634765625,-0.246337890625,-0.0244140625
1721814764.048323,0.6275634765625,-0.1866455078125,-0.0244140625
1721814764.634049,0.6275634765625,-0.1866455078125,0.3736572265625
1721814765.634819,0.9735107421875,-0.1866455078125,0.3736572265625
1721814766.0819,0.9735107421875,-0.1844482421875,0.3736572265625
1721814767.63835,0.9735107421875,-0.1844482421875,0.1514892578125
1721814768.658276,0.3345947265625,-0.1844482421875,0.1514892578125
1721814770.107548,0.3345947265625,0.604248046875,0.1514892578125
1721814770.677755,0.3345947265625,0.604248046875,1.008056640625
1721814771.684229,0.968994140625,0.604248046875,1.008056640625
1721814772.149263,0.968994140625,-0.1796875,1.008056640625
1721814773.694983,0.968994140625,-0.1796875,0.181884765625
1721814774.69778,0.4111328125,-0.1796875,0.181884765625
1721814776.207968,0.4111328125,0.5648193359375,0.181884765625
1721814776.700445,0.4111328125,0.5648193359375,0.97802734375
1721814777.715227,0.0511474609375,0.5648193359375,0.97802734375
1721814778.224165,0.0511474609375,0.180908203125,0.97802734375
1721814779.717272,0.0511474609375,0.180908203125,0.99267578125
1721814781.750271,0.9656982421875,0.180908203125,0.99267578125
1721814782.242766,0.9656982421875,-0.1734619140625,0.99267578125
1721814783.783998,0.9656982421875,-0.1734619140625,0.166259765625
1721814784.801981,0.3272705078125,-0.1734619140625,0.166259765625
1721814786.265215,0.3272705078125,0.43310546875,0.166259765625
1721814786.804637,0.3272705078125,0.43310546875,0.912841796875
1721814787.805414,0.748291015625,0.43310546875,0.912841796875
1721814788.299596,0.748291015625,0.302978515625,0.912841796875
1721814789.812717,0.748291015625,0.302978515625,0.61083984375
1721814790.828517,0.7393798828125,0.302978515625,0.61083984375
1721814792.321963,0.7393798828125,0.2886962890625,0.61083984375
1721814792.860745,0.7393798828125,0.2886962890625,0.609375
1721814793.87682,0.7474365234375,0.2886962890625,0.609375
1721814794.321728,0.7474365234375,0.290771484375,0.609375
1721814795.908769,0.7474365234375,0.290771484375,0.6055908203125
1721814796.914382,0.1883544921875,0.290771484375,0.6055908203125
1721814798.361949,0.1883544921875,0.4781494140625,0.6055908203125
1721814798.917805,0.1883544921875,0.4781494140625,1.063720703125
1721814799.917747,0.5413818359375,0.4781494140625,1.063720703125
1721814800.396187,0.5413818359375,0.3485107421875,1.063720703125
